Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Industry,Company,Timeframe
2023-12-26 05:00:00,192.66612369019674,192.94475743470915,191.88992751842636,192.10885620117188,28919300,0.0,0.0,Technology,AAPL,event_specific
2023-12-27 05:00:00,191.55158790358445,192.5566585360189,190.15840400250286,192.20835876464844,48087700,0.0,0.0,Technology,AAPL,event_specific
2023-12-28 05:00:00,193.19352844592407,193.71099759457724,192.228256173267,192.63626098632812,34049900,0.0,0.0,Technology,AAPL,event_specific
2023-12-29 05:00:00,192.9547164315309,193.4522788928648,190.79529717146985,191.59140014648438,42628800,0.0,0.0,Technology,AAPL,event_specific
2024-01-02 05:00:00,186.2376030973938,187.52132261231023,182.9935016661129,184.73497009277344,82488700,0.0,0.0,Technology,AAPL,event_specific
2024-01-03 05:00:00,183.32190833232914,184.97381929292,182.53575116647167,183.3517608642578,58414500,0.0,0.0,Technology,AAPL,event_specific
2024-01-04 05:00:00,181.26198308479132,182.19740286158623,179.99818547387906,181.02316284179688,71983600,0.0,0.0,Technology,AAPL,event_specific
2024-01-05 05:00:00,181.10278633743064,181.86902157901608,179.29165172771755,180.29672241210938,62303300,0.0,0.0,Technology,AAPL,event_specific
2024-01-08 05:00:00,181.20228054123743,184.6951784875532,180.6151605231867,184.65536499023438,59144500,0.0,0.0,Technology,AAPL,event_specific
2024-01-09 05:00:00,183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800,0.0,0.0,Technology,AAPL,event_specific
2024-01-10 05:00:00,183.4512616231925,185.49125530087693,183.02335006640843,185.28228759765625,46792900,0.0,0.0,Technology,AAPL,event_specific
2024-01-11 05:00:00,185.6305920580053,186.13811547472974,182.7248291738061,184.6852264404297,49128400,0.0,0.0,Technology,AAPL,event_specific
2024-01-12 05:00:00,185.1529277118819,185.8296205077815,184.2871739488164,185.01361083984375,40444700,0.0,0.0,Technology,AAPL,event_specific
2024-01-16 05:00:00,181.27193705900044,183.361690026594,180.04792262326768,182.73477172851562,65603000,0.0,0.0,Technology,AAPL,event_specific
2024-01-17 05:00:00,180.38628371133655,182.03817940296344,179.42101140332082,181.78939819335938,47317400,0.0,0.0,Technology,AAPL,event_specific
2024-01-18 05:00:00,185.18279289864887,188.217926944481,184.92406588558168,187.71041870117188,78005800,0.0,0.0,Technology,AAPL,event_specific
2024-01-19 05:00:00,188.4069897270921,191.01421197583775,187.89948151982946,190.62611389160156,68741000,0.0,0.0,Technology,AAPL,event_specific
2024-01-22 05:00:00,191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900,0.0,0.0,Technology,AAPL,event_specific
2024-01-23 05:00:00,194.06926140547006,194.79569832767794,192.88506035011693,194.2284698486328,42355600,0.0,0.0,Technology,AAPL,event_specific
2024-01-24 05:00:00,194.4672860626603,195.42261254918643,193.39254945946814,193.55177307128906,53631300,0.0,0.0,Technology,AAPL,event_specific
2024-01-25 05:00:00,194.26827279243787,195.31315691300077,192.1685587692801,193.223388671875,54822100,0.0,0.0,Technology,AAPL,event_specific
2024-01-26 05:00:00,193.32290534776368,193.8105067973861,191.00426266727368,191.48191833496094,44594000,0.0,0.0,Technology,AAPL,event_specific
2024-01-29 05:00:00,191.07392183626405,191.2629979920715,188.65577567784422,190.7952880859375,47145600,0.0,0.0,Technology,AAPL,event_specific
2024-01-30 05:00:00,190.00913152540437,190.86493945980703,186.55604725857967,187.12326049804688,55859400,0.0,0.0,Technology,AAPL,event_specific
2024-01-31 05:00:00,186.12815142243116,186.18787167030365,183.45127824224116,183.5010223388672,55467800,0.0,0.0,Technology,AAPL,event_specific
2024-02-01 05:00:00,183.09304712297666,186.03860850559406,182.92387770165894,185.9490509033203,64885400,0.0,0.0,Technology,AAPL,event_specific
2024-02-02 05:00:00,178.9831513103476,186.41673495449575,178.3761245608121,184.94395446777344,102518000,0.0,0.0,Technology,AAPL,event_specific
2024-02-05 05:00:00,187.23273981487074,188.3273832549743,184.9340037750539,186.76502990722656,69668800,0.0,0.0,Technology,AAPL,event_specific
2024-02-06 05:00:00,185.94904424082173,188.38709727213126,185.8594866417568,188.3771514892578,43490800,0.0,0.0,Technology,AAPL,event_specific
2024-02-07 05:00:00,189.71061746339294,190.1186223319937,187.6905150551716,188.4866180419922,53439000,0.0,0.0,Technology,AAPL,event_specific
2024-02-08 05:00:00,188.46670752859183,188.61597019246477,186.4366593779137,187.4019317626953,40962000,0.0,0.0,Technology,AAPL,event_specific
