Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Industry,Company,Timeframe
2023-12-28 05:00:00,193.1935437488545,193.71101293849657,192.22827139973785,192.6362762451172,34049900,0.0,0.0,Technology,AAPL,1y
2023-12-29 05:00:00,192.9547010641641,193.452263485871,190.7952819760843,191.5913848876953,42628800,0.0,0.0,Technology,AAPL,1y
2024-01-02 05:00:00,186.23761848029775,187.52133810124718,182.9935167810597,184.7349853515625,82488700,0.0,0.0,Technology,AAPL,1y
2024-01-03 05:00:00,183.32190833232914,184.97381929292,182.53575116647167,183.3517608642578,58414500,0.0,0.0,Technology,AAPL,1y
2024-01-04 05:00:00,181.26198308479132,182.19740286158623,179.99818547387906,181.02316284179688,71983600,0.0,0.0,Technology,AAPL,1y
2024-01-05 05:00:00,181.10278633743064,181.86902157901608,179.29165172771755,180.29672241210938,62303300,0.0,0.0,Technology,AAPL,1y
2024-01-08 05:00:00,181.20228054123743,184.6951784875532,180.6151605231867,184.65536499023438,59144500,0.0,0.0,Technology,AAPL,1y
2024-01-09 05:00:00,183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800,0.0,0.0,Technology,AAPL,1y
2024-01-10 05:00:00,183.45127673118873,185.49127057687537,183.02336513916433,185.2823028564453,46792900,0.0,0.0,Technology,AAPL,1y
2024-01-11 05:00:00,185.63057672110963,186.13810009590225,182.7248140769861,184.68521118164062,49128400,0.0,0.0,Technology,AAPL,1y
2024-01-12 05:00:00,185.1529124416028,185.82960518169298,184.2871587499394,185.0135955810547,40444700,0.0,0.0,Technology,AAPL,1y
2024-01-16 05:00:00,181.27193705900044,183.361690026594,180.04792262326768,182.73477172851562,65603000,0.0,0.0,Technology,AAPL,1y
2024-01-17 05:00:00,180.38628371133655,182.03817940296344,179.42101140332082,181.78939819335938,47317400,0.0,0.0,Technology,AAPL,1y
2024-01-18 05:00:00,185.182762792007,188.21789634439324,184.92403582100312,187.71038818359375,78005800,0.0,0.0,Technology,AAPL,1y
2024-01-19 05:00:00,188.4069897270921,191.01421197583775,187.89948151982946,190.62611389160156,68741000,0.0,0.0,Technology,AAPL,1y
2024-01-22 05:00:00,191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900,0.0,0.0,Technology,AAPL,1y
2024-01-23 05:00:00,194.06924615918857,194.79568302432682,192.8850451968675,194.22845458984375,42355600,0.0,0.0,Technology,AAPL,1y
2024-01-24 05:00:00,194.4672860626603,195.42261254918643,193.39254945946814,193.55177307128906,53631300,0.0,0.0,Technology,AAPL,1y
2024-01-25 05:00:00,194.26827279243787,195.31315691300077,192.1685587692801,193.223388671875,54822100,0.0,0.0,Technology,AAPL,1y
2024-01-26 05:00:00,193.32290534776368,193.8105067973861,191.00426266727368,191.48191833496094,44594000,0.0,0.0,Technology,AAPL,1y
2024-01-29 05:00:00,191.07390655519137,191.26298269587747,188.65576059016195,190.79527282714844,47145600,0.0,0.0,Technology,AAPL,1y
2024-01-30 05:00:00,190.00914701951908,190.86495502370778,186.55606247111587,187.12327575683594,55859400,0.0,0.0,Technology,AAPL,1y
2024-01-31 05:00:00,186.12815142243116,186.18787167030365,183.45127824224116,183.5010223388672,55467800,0.0,0.0,Technology,AAPL,1y
2024-02-01 05:00:00,183.09303209854838,186.03859323945602,182.9238626911125,185.94903564453125,64885400,0.0,0.0,Technology,AAPL,1y
2024-02-02 05:00:00,178.9831513103476,186.41673495449575,178.3761245608121,184.94395446777344,102518000,0.0,0.0,Technology,AAPL,1y
2024-02-05 05:00:00,187.23272451786957,188.32736786854025,184.9339886658605,186.7650146484375,69668800,0.0,0.0,Technology,AAPL,1y
2024-02-06 05:00:00,185.94902917871246,188.38708201253658,185.8594715869018,188.37713623046875,43490800,0.0,0.0,Technology,AAPL,1y
2024-02-07 05:00:00,189.71060210551596,190.118606941087,187.69049986083044,188.48660278320312,53439000,0.0,0.0,Technology,AAPL,1y
2024-02-08 05:00:00,188.46670752859183,188.61597019246477,186.4366593779137,187.4019317626953,40962000,0.0,0.0,Technology,AAPL,1y
2024-02-09 05:00:00,187.96985257532495,189.30503301755343,187.3222021069975,188.1691436767578,45155200,0.24,0.0,Technology,AAPL,1y
2024-02-12 05:00:00,187.74067569026312,187.98977434952795,186.11654756664825,186.47525024414062,41781900,0.0,0.0,Technology,AAPL,1y
2024-02-13 05:00:00,185.10024282819998,185.53865891732192,182.84838113476025,184.37286376953125,56529500,0.0,0.0,Technology,AAPL,1y
2024-02-14 05:00:00,184.6518638454696,184.8610982078661,181.78224238811126,183.48606872558594,54630500,0.0,0.0,Technology,AAPL,1y
2024-02-15 05:00:00,182.88824837462906,183.82486181575325,180.69618309757163,183.19712829589844,65434500,0.0,0.0,Technology,AAPL,1y
2024-02-16 05:00:00,182.75870865343296,184.18356093832674,181.015017979917,181.6527099609375,49701400,0.0,0.0,Technology,AAPL,1y
2024-02-20 05:00:00,181.13456200161647,181.7722539176,179.3510224128385,180.9053955078125,53665600,0.0,0.0,Technology,AAPL,1y
2024-02-21 05:00:00,181.28405435734408,182.23062628266825,180.00867035619171,181.66268920898438,41529700,0.0,0.0,Technology,AAPL,1y
2024-02-22 05:00:00,182.81848586019305,184.29316088677606,181.8021742653834,183.7052764892578,52292200,0.0,0.0,Technology,AAPL,1y
2024-02-23 05:00:00,184.3429666556088,184.37285727847149,181.57299077597804,181.86195373535156,45119700,0.0,0.0,Technology,AAPL,1y
2024-02-26 05:00:00,181.5829745492965,182.10108884357552,179.99869543060538,180.50686645507812,40867400,0.0,0.0,Technology,AAPL,1y
2024-02-27 05:00:00,180.4470750372319,183.25690001064538,178.9126187804792,181.9715576171875,54318900,0.0,0.0,Technology,AAPL,1y
2024-02-28 05:00:00,181.85199678307725,182.45979817680953,179.48058766314844,180.76593017578125,48953900,0.0,0.0,Technology,AAPL,1y
